ANO;GRANDE REGIÃO;ESTADO;PRODUTO;VENDAS
1972;Região Nordeste;Paraíba;GLP;22186,5942
1972;Região Sudeste;Espírito Santo;GLP;25581,52174
1972;Região Nordeste;Bahia;GLP;104510,8696
1972;Região Sudeste;São Paulo;GLP;1056342,391
1972;Região Centro-Oeste;Distrito Federal;GLP;36092,3913
1972;Região Nordeste;Maranhão;GLP;7324,275362
1972;Região Sul;Paraná;GLP;132643,1159
1972;Região Norte;Tocantins;GLP;0
1972;Região Nordeste;Alagoas;GLP;12884,05797
1972;Região Norte;Amapá;GLP;1715,57971
1972;Região Norte;Rondônia;GLP;4440,217391
1973;Região Nordeste;Paraíba;GLP;21351,44928
1973;Região Sudeste;São Paulo;GLP;1164528,986
1973;Região Centro-Oeste;Distrito Federal;GLP;41454,71014
1973;Região Nordeste;Rio Grande do Norte;GLP;17936,5942
1973;Região Norte;Pará;GLP;45556,15942
1973;Região Norte;Rondônia;GLP;6190,217391
1973;Região Sul;Rio Grande do Sul;GLP;232947,4638
1973;Região Norte;Tocantins;GLP;0
1973;Região Norte;Roraima;GLP;0
1973;Região Centro-Oeste;Mato Grosso do Sul;GLP;0
1973;Região Nordeste;Alagoas;GLP;15742,75362
1973;Região Sudeste;Minas Gerais;GLP;251711,9565
1973;Região Norte;Amazonas;GLP;23742,75362
1973;Região Sudeste;Espírito Santo;GLP;29458,33333
1973;Região Nordeste;Bahia;GLP;122489,1304
1973;Região Nordeste;Ceará;GLP;51699,27536
1973;Região Sul;Paraná;GLP;150639,4928
1973;Região Centro-Oeste;Mato Grosso;GLP;16224,63768
1973;Região Nordeste;Sergipe;GLP;13106,88406
1973;Região Norte;Acre;GLP;0
1973;Região Centro-Oeste;Goiás;GLP;46635,86957
1973;Região Nordeste;Maranhão;GLP;10585,14493
1973;Região Sudeste;Rio de Janeiro;GLP;507788,0435
1973;Região Sul;Santa Catarina;GLP;54298,91304
1973;Região Norte;Amapá;GLP;1878,623188
1973;Região Nordeste;Pernambuco;GLP;101409,4203
1973;Região Nordeste;Piauí;GLP;6146,73913
1974;Região Norte;Roraima;GLP;1293,478261
1974;Região Nordeste;Ceará;GLP;52545,28986
1974;Região Norte;Amazonas;GLP;23690,21739
1974;Região Sul;Santa Catarina;GLP;59673,91304
1974;Região Nordeste;Sergipe;GLP;14173,91304
1974;Região Centro-Oeste;Mato Grosso;GLP;29576,08696
1974;Região Nordeste;Pernambuco;GLP;105585,1449
1974;Região Nordeste;Alagoas;GLP;17641,30435
1974;Região Nordeste;Paraíba;GLP;32054,34783
1974;Região Nordeste;Rio Grande do Norte;GLP;18690,21739
1974;Região Norte;Amapá;GLP;1922,101449
1974;Região Norte;Tocantins;GLP;0
1974;Região Sudeste;Minas Gerais;GLP;285762,6812
1974;Região Centro-Oeste;Mato Grosso do Sul;GLP;0
1974;Região Sul;Paraná;GLP;169682,971
1974;Região Norte;Rondônia;GLP;4900,362319
1974;Região Nordeste;Bahia;GLP;121443,8406
1974;Região Norte;Acre;GLP;1994,565217
1974;Região Centro-Oeste;Distrito Federal;GLP;45981,88406
1974;Região Centro-Oeste;Goiás;GLP;53539,85507
1974;Região Sul;Rio Grande do Sul;GLP;248038,0435
1974;Região Nordeste;Maranhão;GLP;14817,02899
1974;Região Sudeste;Espírito Santo;GLP;31889,49275
1974;Região Sudeste;São Paulo;GLP;1224202,899
1974;Região Nordeste;Piauí;GLP;7432,971014
1974;Região Sudeste;Rio de Janeiro;GLP;517112,3188
1974;Região Norte;Pará;GLP;41960,14493
1975;Região Centro-Oeste;Mato Grosso do Sul;GLP;0
1975;Região Sudeste;Minas Gerais;GLP;293135,8696
1975;Região Norte;Pará;GLP;43835,14493
1975;Região Nordeste;Piauí;GLP;4474,637681
1975;Região Sudeste;Rio de Janeiro;GLP;544844,2029
1975;Região Sul;Rio Grande do Sul;GLP;254628,6232
1975;Região Norte;Roraima;GLP;1396,73913
1975;Região Sul;Santa Catarina;GLP;65938,4058
1975;Região Sudeste;São Paulo;GLP;1269047,101
1975;Região Nordeste;Ceará;GLP;57293,47826
1975;Região Sul;Paraná;GLP;178478,2609
1975;Região Norte;Tocantins;GLP;0
1975;Região Sudeste;Espírito Santo;GLP;34318,84058
1975;Região Nordeste;Maranhão;GLP;15768,11594
1975;Região Norte;Amapá;GLP;1733,695652
1975;Região Nordeste;Pernambuco;GLP;126275,3623
1975;Região Centro-Oeste;Mato Grosso;GLP;31242,75362
1975;Região Norte;Rondônia;GLP;5134,057971
1975;Região Nordeste;Sergipe;GLP;14170,28986
1975;Região Norte;Amazonas;GLP;24791,66667
1975;Região Centro-Oeste;Goiás;GLP;57998,18841
1975;Região Norte;Acre;GLP;3146,73913
1975;Região Nordeste;Bahia;GLP;130902,1739
1975;Região Nordeste;Alagoas;GLP;12750
1975;Região Nordeste;Rio Grande do Norte;GLP;20903,98551
1975;Região Nordeste;Paraíba;GLP;26235,50725
1975;Região Centro-Oeste;Distrito Federal;GLP;50630,43478
1976;Região Sudeste;Espírito Santo;GLP;40019,92754
1976;Região Norte;Acre;GLP;3489,130435
1976;Região Nordeste;Paraíba;GLP;27244,56522
1976;Região Centro-Oeste;Mato Grosso;GLP;44498,18841
1976;Região Sul;Santa Catarina;GLP;81750
1976;Região Norte;Pará;GLP;46713,76812
1976;Região Sul;Rio Grande do Sul;GLP;279896,7391
1976;Região Nordeste;Piauí;GLP;10653,98551
1976;Região Nordeste;Bahia;GLP;142452,8986
1976;Região Centro-Oeste;Distrito Federal;GLP;52353,26087
1976;Região Norte;Rondônia;GLP;5773,550725
1976;Região Nordeste;Maranhão;GLP;16224,63768
1976;Região Norte;Tocantins;GLP;0
1976;Região Nordeste;Alagoas;GLP;20934,78261
1976;Região Sudeste;São Paulo;GLP;1370570,652
1976;Região Nordeste;Sergipe;GLP;16173,91304
1976;Região Sudeste;Rio de Janeiro;GLP;584373,1884
1976;Região Centro-Oeste;Goiás;GLP;72297,10145
1976;Região Sul;Paraná;GLP;198244,5652
1976;Região Norte;Amapá;GLP;1735,507246
1976;Região Nordeste;Pernambuco;GLP;115251,8116
1976;Região Nordeste;Ceará;GLP;56431,15942
1976;Região Centro-Oeste;Mato Grosso do Sul;GLP;0
1976;Região Sudeste;Minas Gerais;GLP;345143,1159
1976;Região Nordeste;Rio Grande do Norte;GLP;22744,56522
1976;Região Norte;Amazonas;GLP;27990,94203
1976;Região Norte;Roraima;GLP;1501,811594
1977;Região Nordeste;Sergipe;GLP;17606,88406
1977;Região Sudeste;Rio de Janeiro;GLP;587639,4928
1977;Região Norte;Pará;GLP;51802,53623
1977;Região Norte;Rondônia;GLP;6117,753623
1977;Região Nordeste;Pernambuco;GLP;119911,2319
1977;Região Norte;Amazonas;GLP;29601,44928
1977;Região Centro-Oeste;Goiás;GLP;79711,95652
1977;Região Nordeste;Piauí;GLP;11594,2029
1977;Região Norte;Roraima;GLP;1623,188406
1977;Região Norte;Acre;GLP;4483,695652
1977;Região Sudeste;Minas Gerais;GLP;381188,4058
1977;Região Sudeste;São Paulo;GLP;1411096,014
1977;Região Centro-Oeste;Distrito Federal;GLP;59532,6087
1977;Região Sul;Santa Catarina;GLP;92396,73913
1977;Região Sul;Rio Grande do Sul;GLP;293788,0435
1977;Região Nordeste;Bahia;GLP;156291,6667
1977;Região Sudeste;Espírito Santo;GLP;45793,47826
1977;Região Norte;Amapá;GLP;3123,188406
1977;Região Centro-Oeste;Mato Grosso;GLP;55275,36232
1977;Região Nordeste;Ceará;GLP;62317,02899
1977;Região Centro-Oeste;Mato Grosso do Sul;GLP;0
1977;Região Sul;Paraná;GLP;205826,087
1977;Região Norte;Tocantins;GLP;0
1977;Região Nordeste;Paraíba;GLP;30083,33333
1977;Região Nordeste;Maranhão;GLP;18400,36232
1977;Região Nordeste;Rio Grande do Norte;GLP;25291,66667
1977;Região Nordeste;Alagoas;GLP;22985,50725
1978;Região Norte;Rondônia;GLP;6862,318841
1978;Região Nordeste;Pernambuco;GLP;132708,3333
1978;Região Sul;Paraná;GLP;222990,942
1978;Região Nordeste;Sergipe;GLP;20125
1978;Região Sudeste;Minas Gerais;GLP;26992,75362
1978;Região Norte;Amazonas;GLP;32284,42029
1978;Região Sudeste;Rio de Janeiro;GLP;633121,3768
1978;Região Centro-Oeste;Goiás;GLP;92469,2029
1978;Região Nordeste;Maranhão;GLP;22385,86957
1978;Região Norte;Amapá;GLP;3742,753623
1978;Região Nordeste;Rio Grande do Norte;GLP;28967,3913
1978;Região Nordeste;Paraíba;GLP;35021,73913
1978;Região Centro-Oeste;Mato Grosso;GLP;62608,69565
1978;Região Nordeste;Alagoas;GLP;26992,75362
1978;Região Sudeste;Espírito Santo;GLP;52398,55072
1978;Região Nordeste;Ceará;GLP;74574,27536
1978;Região Nordeste;Bahia;GLP;177206,5217
1978;Região Sul;Rio Grande do Sul;GLP;322826,087
1978;Região Norte;Tocantins;GLP;0
1978;Região Norte;Acre;GLP;5155,797101
1978;Região Sudeste;São Paulo;GLP;1560653,986
1978;Região Centro-Oeste;Mato Grosso do Sul;GLP;0
1978;Região Sul;Santa Catarina;GLP;104711,9565
1978;Região Nordeste;Piauí;GLP;14690,21739
1978;Região Centro-Oeste;Distrito Federal;GLP;67846,01449
1978;Região Norte;Pará;GLP;63695,65217
1978;Região Norte;Roraima;GLP;1873,188406
1979;Região Norte;Rondônia;GLP;8076,086957
1979;Região Nordeste;Maranhão;GLP;30019,92754
1979;Região Norte;Tocantins;GLP;0
1979;Região Nordeste;Alagoas;GLP;31306,15942
1979;Região Centro-Oeste;Distrito Federal;GLP;67818,84058
1979;Região Sudeste;Minas Gerais;GLP;31306,15942
1979;Região Nordeste;Rio Grande do Norte;GLP;33259,05797
1979;Região Sudeste;São Paulo;GLP;1680423,913
1979;Região Sul;Santa Catarina;GLP;116989,1304
1979;Região Norte;Pará;GLP;96641,30435
1979;Região Norte;Acre;GLP;6039,855072
1979;Região Centro-Oeste;Goiás;GLP;106123,1884
1979;Região Nordeste;Piauí;GLP;17797,10145
1979;Região Norte;Roraima;GLP;2039,855072
1979;Região Sudeste;Espírito Santo;GLP;60802,53623
1979;Região Nordeste;Ceará;GLP;81027,17391
1979;Região Nordeste;Bahia;GLP;228512,6812
1979;Região Centro-Oeste;Mato Grosso;GLP;27860,50725
1979;Região Nordeste;Paraíba;GLP;40101,44928
1979;Região Sul;Rio Grande do Sul;GLP;354829,7101
1979;Região Nordeste;Sergipe;GLP;26626,81159
1979;Região Nordeste;Pernambuco;GLP;142936,5942
1979;Região Centro-Oeste;Mato Grosso do Sul;GLP;43876,81159
1979;Região Norte;Amapá;GLP;4943,84058
1979;Região Sul;Paraná;GLP;251697,4638
1979;Região Norte;Amazonas;GLP;34934,78261
1979;Região Sudeste;Rio de Janeiro;GLP;662304,3478
1980;Região Centro-Oeste;Goiás;GLP;125644,9275
1980;Região Sul;Rio Grande do Sul;GLP;382516,3043
1980;Região Sul;Paraná;GLP;277724,6377
1980;Região Norte;Tocantins;GLP;0
1980;Região Norte;Amapá;GLP;4778,985507
1980;Região Centro-Oeste;Mato Grosso;GLP;32831,52174
1980;Região Sul;Santa Catarina;GLP;140987,3188
1980;Região Norte;Pará;GLP;82467,3913
1980;Região Norte;Amazonas;GLP;39992,75362
1980;Região Centro-Oeste;Mato Grosso do Sul;GLP;56536,23188
1980;Região Centro-Oeste;Distrito Federal;GLP;63590,57971
1980;Região Norte;Acre;GLP;7576,086957
1980;Região Norte;Rondônia;GLP;9298,913043
1980;Região Norte;Roraima;GLP;2476,449275
1980;Região Nordeste;Alagoas;GLP;36896,73913
1980;Região Nordeste;Maranhão;GLP;38668,47826
1980;Região Nordeste;Paraíba;GLP;46804,34783
1980;Região Sudeste;São Paulo;GLP;1719951,087
1980;Região Nordeste;Pernambuco;GLP;156661,2319
1980;Região Nordeste;Sergipe;GLP;26050,72464
1980;Região Sudeste;Minas Gerais;GLP;36896,73913
1980;Região Nordeste;Rio Grande do Norte;GLP;39146,73913
1980;Região Sudeste;Rio de Janeiro;GLP;679159,4203
1980;Região Nordeste;Ceará;GLP;95489,13043
1980;Região Nordeste;Piauí;GLP;22556,15942
1980;Região Nordeste;Bahia;GLP;216059,7826
1980;Região Sudeste;Espírito Santo;GLP;72126,81159
1981;Região Nordeste;Alagoas;GLP;43728,26087
1981;Região Sudeste;Rio de Janeiro;GLP;676346,0145
1981;Região Centro-Oeste;Mato Grosso do Sul;GLP;60648,55072
1981;Região Nordeste;Rio Grande do Norte;GLP;44952,89855
1981;Região Sudeste;Espírito Santo;GLP;86393,11594
1981;Região Nordeste;Sergipe;GLP;31722,82609
1981;Região Nordeste;Pernambuco;GLP;173985,5072
1981;Região Nordeste;Bahia;GLP;250579,7101
1981;Região Nordeste;Piauí;GLP;26452,89855
1981;Região Norte;Rondônia;GLP;11827,89855
1981;Região Centro-Oeste;Goiás;GLP;136393,1159
1981;Região Norte;Pará;GLP;89971,01449
1981;Região Norte;Amapá;GLP;4971,014493
1981;Região Nordeste;Paraíba;GLP;51719,2029
1981;Região Sul;Santa Catarina;GLP;163673,913
1981;Região Sudeste;Minas Gerais;GLP;43728,26087
1981;Região Norte;Amazonas;GLP;43534,42029
1981;Região Centro-Oeste;Distrito Federal;GLP;67259,05797
1981;Região Norte;Roraima;GLP;2967,391304
1981;Região Centro-Oeste;Mato Grosso;GLP;37152,17391
1981;Região Norte;Acre;GLP;8500
1981;Região Norte;Tocantins;GLP;0
1981;Região Sudeste;São Paulo;GLP;1803079,71
1981;Região Sul;Paraná;GLP;311784,4203
1981;Região Sul;Rio Grande do Sul;GLP;405128,6232
1981;Região Nordeste;Maranhão;GLP;46331,52174
1981;Região Nordeste;Ceará;GLP;105213,7681
1982;Região Sul;Santa Catarina;GLP;190213,7681
1982;Região Norte;Roraima;GLP;3954,710145
1982;Região Centro-Oeste;Goiás;GLP;156210,1449
1982;Região Norte;Pará;GLP;99545,28986
1982;Região Centro-Oeste;Mato Grosso;GLP;48494,56522
1982;Região Sudeste;Espírito Santo;GLP;104952,8986
1982;Região Nordeste;Piauí;GLP;35181,15942
1982;Região Nordeste;Sergipe;GLP;38759,05797
1982;Região Nordeste;Rio Grande do Norte;GLP;55097,82609
1982;Região Sul;Rio Grande do Sul;GLP;442911,2319
1982;Região Centro-Oeste;Mato Grosso do Sul;GLP;75481,88406
1982;Região Norte;Acre;GLP;9340,57971
1982;Região Sudeste;Minas Gerais;GLP;56251,81159
1982;Região Nordeste;Paraíba;GLP;61344,2029
1982;Região Nordeste;Ceará;GLP;129079,7101
1982;Região Norte;Amapá;GLP;4994,565217
1982;Região Sudeste;São Paulo;GLP;1982862,319
1982;Região Nordeste;Pernambuco;GLP;202673,913
1982;Região Centro-Oeste;Distrito Federal;GLP;78672,10145
1982;Região Sul;Paraná;GLP;349574,2754
1982;Região Nordeste;Alagoas;GLP;56251,81159
1982;Região Nordeste;Maranhão;GLP;59333,33333
1982;Região Norte;Amazonas;GLP;49360,50725
1982;Região Norte;Rondônia;GLP;16400,36232
1982;Região Sudeste;Rio de Janeiro;GLP;702920,2899
1982;Região Norte;Tocantins;GLP;0
1982;Região Nordeste;Bahia;GLP;293576,087
1983;Região Sul;Paraná;GLP;386630,4348
1983;Região Centro-Oeste;Mato Grosso;GLP;58557,97101
1983;Região Nordeste;Maranhão;GLP;65257,24638
1983;Região Sudeste;Minas Gerais;GLP;61726,44928
1983;Região Nordeste;Sergipe;GLP;40987,31884
1983;Região Nordeste;Alagoas;GLP;61726,44928
1983;Região Sudeste;Espírito Santo;GLP;124717,3913
1983;Região Norte;Amazonas;GLP;52070,65217
1983;Região Nordeste;Paraíba;GLP;65945,65217
1983;Região Norte;Roraima;GLP;4293,478261
1983;Região Centro-Oeste;Distrito Federal;GLP;82266,30435
1983;Região Norte;Acre;GLP;9811,594203
1983;Região Sudeste;São Paulo;GLP;1993820,652
1983;Região Nordeste;Rio Grande do Norte;GLP;59670,28986
1983;Região Nordeste;Ceará;GLP;134789,8551
1983;Região Sul;Rio Grande do Sul;GLP;464730,0725
1983;Região Norte;Tocantins;GLP;0
1983;Região Nordeste;Piauí;GLP;39284,42029
1983;Região Nordeste;Pernambuco;GLP;212652,1739
1983;Região Centro-Oeste;Mato Grosso do Sul;GLP;82516,30435
1983;Região Norte;Amapá;GLP;5956,521739
1983;Região Sul;Santa Catarina;GLP;199105,0725
1983;Região Norte;Rondônia;GLP;19829,71014
1983;Região Centro-Oeste;Goiás;GLP;179471,0145
1983;Região Nordeste;Bahia;GLP;334094,2029
1983;Região Sudeste;Rio de Janeiro;GLP;694846,0145
1983;Região Norte;Pará;GLP;113748,1884
1984;Região Sudeste;Minas Gerais;GLP;59903,98551
1984;Região Norte;Tocantins;GLP;0
1984;Região Sul;Santa Catarina;GLP;194480,0725
1984;Região Centro-Oeste;Distrito Federal;GLP;81242,75362
1984;Região Centro-Oeste;Mato Grosso;GLP;68085,14493
1984;Região Sudeste;Rio de Janeiro;GLP;675858,6957
1984;Região Nordeste;Ceará;GLP;133288,0435
1984;Região Norte;Rondônia;GLP;22036,23188
1984;Região Norte;Acre;GLP;9295,289855
1984;Região Nordeste;Rio Grande do Norte;GLP;60496,37681
1984;Região Norte;Roraima;GLP;4143,115942
1984;Região Nordeste;Piauí;GLP;43286,23188
1984;Região Nordeste;Paraíba;GLP;65007,24638
1984;Região Sudeste;Espírito Santo;GLP;129197,4638
1984;Região Sul;Paraná;GLP;388652,1739
1984;Região Norte;Pará;GLP;118016,3043
1984;Região Nordeste;Bahia;GLP;362121,3768
1984;Região Nordeste;Alagoas;GLP;59903,98551
1984;Região Norte;Amazonas;GLP;50713,76812
1984;Região Nordeste;Sergipe;GLP;38356,88406
1984;Região Nordeste;Maranhão;GLP;67409,42029
1984;Região Sul;Rio Grande do Sul;GLP;466577,8986
1984;Região Nordeste;Pernambuco;GLP;205543,4783
1984;Região Sudeste;São Paulo;GLP;1969661,232
1984;Região Centro-Oeste;Mato Grosso do Sul;GLP;86496,37681
1984;Região Norte;Amapá;GLP;6472,826087
1984;Região Centro-Oeste;Goiás;GLP;196565,2174
1985;Região Nordeste;Bahia;GLP;412519,9275
1985;Região Nordeste;Rio Grande do Norte;GLP;70710,14493
1985;Região Norte;Amazonas;GLP;55222,82609
1985;Região Centro-Oeste;Mato Grosso do Sul;GLP;95125
1985;Região Sudeste;São Paulo;GLP;2094355,072
1985;Região Nordeste;Maranhão;GLP;75277,17391
1985;Região Norte;Rondônia;GLP;28565,21739
1985;Região Sudeste;Minas Gerais;GLP;68873,18841
1985;Região Norte;Pará;GLP;128083,3333
1985;Região Centro-Oeste;Goiás;GLP;233432,971
1985;Região Nordeste;Pernambuco;GLP;231945,6522
1985;Região Sul;Paraná;GLP;421398,5507
1985;Região Nordeste;Alagoas;GLP;68873,18841
1985;Região Sul;Santa Catarina;GLP;208568,8406
1985;Região Sudeste;Rio de Janeiro;GLP;721068,8406
1985;Região Norte;Amapá;GLP;7266,304348
1985;Região Nordeste;Piauí;GLP;51389,49275
1985;Região Nordeste;Ceará;GLP;148804,3478
1985;Região Norte;Roraima;GLP;4672,101449
1985;Região Norte;Acre;GLP;10324,27536
1985;Região Centro-Oeste;Mato Grosso;GLP;80463,76812
1985;Região Norte;Tocantins;GLP;0
1985;Região Nordeste;Paraíba;GLP;76422,10145
1985;Região Nordeste;Sergipe;GLP;45543,47826
1985;Região Centro-Oeste;Distrito Federal;GLP;84119,56522
1985;Região Sudeste;Espírito Santo;GLP;129668,4783
1985;Região Sul;Rio Grande do Sul;GLP;484614,1304
1986;Região Centro-Oeste;Distrito Federal;GLP;87240,94203
1986;Região Nordeste;Bahia;GLP;467826,087
1986;Região Nordeste;Paraíba;GLP;96878,62319
1986;Região Nordeste;Sergipe;GLP;56536,23188
1986;Região Centro-Oeste;Mato Grosso;GLP;99661,23188
1986;Região Norte;Acre;GLP;12195,65217
1986;Região Nordeste;Pernambuco;GLP;267190,2174
1986;Região Nordeste;Alagoas;GLP;84481,88406
1986;Região Centro-Oeste;Goiás;GLP;278086,9565
1986;Região Norte;Rondônia;GLP;39862,31884
1986;Região Sul;Rio Grande do Sul;GLP;515204,7101
1986;Região Centro-Oeste;Mato Grosso do Sul;GLP;107978,2609
1986;Região Sul;Santa Catarina;GLP;224695,6522
1986;Região Nordeste;Ceará;GLP;178585,1449
1986;Região Norte;Tocantins;GLP;0
1986;Região Nordeste;Piauí;GLP;63313,4058
1986;Região Sudeste;Espírito Santo;GLP;125679,3478
1986;Região Sul;Paraná;GLP;458164,8551
1986;Região Norte;Pará;GLP;153045,2899
1986;Região Sudeste;São Paulo;GLP;2156378,623
1986;Região Norte;Roraima;GLP;5588,768116
1986;Região Nordeste;Maranhão;GLP;97018,11594
1986;Região Sudeste;Minas Gerais;GLP;84481,88406
1986;Região Norte;Amapá;GLP;8264,492754
1986;Região Norte;Amazonas;GLP;60672,10145
1986;Região Nordeste;Rio Grande do Norte;GLP;87726,44928
1986;Região Sudeste;Rio de Janeiro;GLP;762192,029
1987;Região Nordeste;Paraíba;GLP;107918,4783
1987;Região Nordeste;Sergipe;GLP;67552,53623
1987;Região Sudeste;São Paulo;GLP;2243893,116
1987;Região Sul;Rio Grande do Sul;GLP;559387,6812
1987;Região Sul;Paraná;GLP;507418,4783
1987;Região Sul;Santa Catarina;GLP;260590,5797
1987;Região Norte;Rondônia;GLP;44644,92754
1987;Região Sudeste;Rio de Janeiro;GLP;804943,8406
1987;Região Norte;Amapá;GLP;9137,681159
1987;Região Nordeste;Maranhão;GLP;103684,7826
1987;Região Nordeste;Alagoas;GLP;94750
1987;Região Nordeste;Piauí;GLP;72106,88406
1987;Região Sudeste;Espírito Santo;GLP;140936,5942
1987;Região Norte;Pará;GLP;169172,1014
1987;Região Centro-Oeste;Goiás;GLP;336490,942
1987;Região Nordeste;Pernambuco;GLP;279277,1739
1987;Região Norte;Amazonas;GLP;66581,52174
1987;Região Nordeste;Bahia;GLP;499556,1594
1987;Região Centro-Oeste;Mato Grosso do Sul;GLP;121344,2029
1987;Região Norte;Tocantins;GLP;0
1987;Região Centro-Oeste;Distrito Federal;GLP;91929,34783
1987;Região Centro-Oeste;Mato Grosso;GLP;118454,7101
1987;Região Sudeste;Minas Gerais;GLP;94750
1987;Região Nordeste;Ceará;GLP;194166,6667
1987;Região Norte;Roraima;GLP;6126,811594
1987;Região Nordeste;Rio Grande do Norte;GLP;100454,7101
1987;Região Norte;Acre;GLP;13880,43478
1988;Região Nordeste;Alagoas;GLP;101168,4783
1988;Região Norte;Amapá;GLP;11144,92754
1988;Região Centro-Oeste;Goiás;GLP;424023,5507
1988;Região Sul;Santa Catarina;GLP;288141,3043
1988;Região Centro-Oeste;Mato Grosso do Sul;GLP;143961,9565
1988;Região Nordeste;Bahia;GLP;595835,1449
1988;Região Centro-Oeste;Distrito Federal;GLP;98244,56522
1988;Região Nordeste;Rio Grande do Norte;GLP;121878,6232
1988;Região Nordeste;Maranhão;GLP;119842,3913
1988;Região Norte;Rondônia;GLP;47798,91304
1988;Região Norte;Amazonas;GLP;72500
1988;Região Sudeste;Rio de Janeiro;GLP;826945,6522
1988;Região Sul;Rio Grande do Sul;GLP;582396,7391
1988;Região Nordeste;Sergipe;GLP;68679,34783
1988;Região Sudeste;Espírito Santo;GLP;159483,6957
1988;Região Centro-Oeste;Mato Grosso;GLP;158224,6377
1988;Região Norte;Acre;GLP;15228,26087
1988;Região Nordeste;Paraíba;GLP;120599,6377
1988;Região Sudeste;São Paulo;GLP;2354710,145
1988;Região Nordeste;Ceará;GLP;215893,1159
1988;Região Sudeste;Minas Gerais;GLP;101168,4783
1988;Região Norte;Tocantins;GLP;0
1988;Região Nordeste;Pernambuco;GLP;300262,6812
1988;Região Norte;Pará;GLP;184001,8116
1988;Região Sul;Paraná;GLP;542362,3188
1988;Região Norte;Roraima;GLP;6550,724638
1988;Região Nordeste;Piauí;GLP;86228,26087
1989;Região Norte;Amapá;GLP;11643,11594
1989;Região Centro-Oeste;Distrito Federal;GLP;100079,7101
1989;Região Sul;Paraná;GLP;577943,8406
1989;Região Norte;Tocantins;GLP;83009,05797
1989;Região Sudeste;São Paulo;GLP;2427210,145
1989;Região Nordeste;Pernambuco;GLP;330914,8551
1989;Região Nordeste;Alagoas;GLP;106005,4348
1989;Região Centro-Oeste;Mato Grosso;GLP;183101,4493
1989;Região Nordeste;Ceará;GLP;232224,6377
1989;Região Norte;Acre;GLP;16121,37681
1989;Região Sul;Rio Grande do Sul;GLP;603503,6232
1989;Região Norte;Roraima;GLP;7780,797101
1989;Região Nordeste;Bahia;GLP;644668,4783
1989;Região Nordeste;Rio Grande do Norte;GLP;140990,942
1989;Região Norte;Amazonas;GLP;75717,3913
1989;Região Sudeste;Minas Gerais;GLP;106005,4348
1989;Região Centro-Oeste;Mato Grosso do Sul;GLP;161014,4928
1989;Região Centro-Oeste;Goiás;GLP;365824,2754
1989;Região Sul;Santa Catarina;GLP;315451,087
1989;Região Norte;Rondônia;GLP;53943,84058
1989;Região Nordeste;Maranhão;GLP;129780,7971
1989;Região Sudeste;Rio de Janeiro;GLP;833952,8986
1989;Região Nordeste;Sergipe;GLP;78543,47826
1989;Região Nordeste;Paraíba;GLP;127498,1884
1989;Região Sudeste;Espírito Santo;GLP;168516,3043
1989;Região Norte;Pará;GLP;200115,942
1989;Região Nordeste;Piauí;GLP;92188,4058
